,input,answer
141,The Republicans controlled the House of Representatives and the Democrats controlled the Senate.,"['Republican', 'Democratic']"
142,"The last time the Army won the game was in 2016. In that year, they defeated Navy by a score of 38-17.","['2017', 'Army']"
143,"Thomas Rhett's new album, ""Life Changes,"" is set to be released on September 8th. The album features the singles ""Craving You"" and ""Unforgettable.""","['September 8, 2017']"
144,"The 2016 UEFA Champions League Final was the final match of the 2015–16 UEFA Champions League, played on May 28, at Stade de France in Saint-Denis. It was contested by Spanish club Real Madrid and Italian club Atlético Madrid.",['Real Madrid']
145,"The real killer in Basic Instinct 2 is the director Paul Verhoeven. He was known for his controversial films such as Robocop and Total Recall, but he also directed a sequel to one of his most famous movies, Basic Instinct. In this film, Sharon Stone plays Catherine Tramell who has been accused of murdering her lover by stabbing him with an ice pick while they were having sex on top of a desk at their home office building where she works as an author/journalist/screenwriter (and sometimes actress). She claims self-defense because she thought he was going to rape her again after previously raping another woman named Lizzy Gardner (played by Jeanne Tripplehorn), whom we learn later died from complications due to being raped multiple times over several years before finally committing suicide when no one would believe what happened between them during those encounters; however these events never actually occurred according To Wikipedia ""The plot follows Catherine's investigation into whether or not someone else killed Lizzie Gardner.""",['Catherine Tramell']
146,"The voice of Mickey Mouse on the show is Wayne Allwine, who was married to Russi Taylor. He died in 2009 and she took over as the voice of Minnie Mouse.","['Bret Iwan', 'Wayne Allwine']"
147,"The last episode of the Vampire Diaries aired on May 10, 2017. It was titled ""I Was Feeling Epic"" and it featured Damon (Steven R. McQueen) and Stefan (Paul Wesley) as they tried to save Elena's life after she had been turned into a vampire by Katherine Pierce (Nina Dobrev).","['March\xa010,\xa02017', 'March 10, 2017']"
148,"The Dewey Decimal System was created by Melvil Dewey in 1876. He wanted to create a system that would be easy for people to use and understand, so he came up with the idea of using numbers instead of letters or symbols.",['Melvil Dewey']
149,"The Jungle Book is a collection of stories written by Rudyard Kipling. It was first published in 1894 and has been adapted into several films, including the Disney animated film released in 1967.",['English author Rudyard Kipling']
150,"Derek and Meredith get back together in season 3. They are both very happy with their relationship, but they have to deal with the fact that they are not married yet. This is a big problem for them because it means that if something happens to one of them, the other will be left alone without any support from their spouse or family members who might be living nearby at this time period (which could happen).",['Staring at the Sun']
151,"The United States declared war on Germany in 1917. This was a result of the Zimmerman Telegram, which was intercepted by British intelligence and revealed that Germany had offered Mexico an alliance if they would attack America.",['Austria-Hungary']
152,"Zoe Hart is a fictional character on the American television series Hart of Dixie. She was portrayed by Rachel Bilson and appeared in all 46 episodes of the show's four-season run, from 2011 to 2015.",['Rachel Sarah Bilson']
153,Tom Hanks played the role of Chuck Noland in Cast Away. He was a FedEx employee who crashed on an uninhabited island after his plane went down over the Pacific Ocean.,['Chuck Noland']
154,"The Holden V8 Supercar is powered by a 5.0-liter, naturally aspirated V8 engine that produces around 620 horsepower and 491 lb-ft of torque. It has a six-speed sequential transmission with paddle shifters and an electronic limited slip differential (ELSD).",['V8-engine']
155,"The SAT was first introduced in 1926 as the Scholastic Aptitude Test. It was designed to measure students' aptitude for college-level work and consisted of a multiple choice test with questions on math, reading comprehension, and writing skills. In 1948 it became known as the Scholastic Achievement Test (SAT) when it added an essay section that measured writing ability.","['March 2016', '2014', '2016']"
156,"The minimum wage was established in the United States on July 24, 1938. It was set at $0.25 per hour and applied to all workers except those who were employed by their parents or spouses, as well as agricultural laborers and domestic servants.","['1938', '1933', '1912']"
157,"The Rational Dress Society was founded in 1869 by the English writer and social reformer, Harriet Taylor Mill. It was a women's rights organization that advocated for women to wear more comfortable clothing than the restrictive Victorian dresses of the time.",['1881']
158,"The baby elephant's name in the Jungle Book is ""Baby Elephant"".",['Hathi Jr.']
